Text,Sentiment
 alexandria ocasio cortez say republican beclown protect donald trump donaldtrump uspolit,"tf.Tensor(1, shape=(), dtype=int32)"
 alexandria ocasio cortez rip republican beclown donald trump,"tf.Tensor(0, shape=(), dtype=int32)"
 do plan get muslim suprem court not donald trump offic do understand leav desper remov offic,"tf.Tensor(0, shape=(), dtype=int32)"
 ukrain aff re weiter zeugen belasten donald trump zwei us regierungsmitarbeit haben vor dem kongress bedenken ber forderungen nach einem ermittlungsverfahren der ukrain ge u ert dies seien unangemessen gewesen,"tf.Tensor(1, shape=(), dtype=int32)"
 want christma trump put perman bed rest stress much old fat man live junk food,"tf.Tensor(2, shape=(), dtype=int32)"
 un funcionario de la casa blanca califica de muy irregular la congelaci n de ayuda ucrania y un diplom tico estadounidens corrobora que donald trump pregunt por las pesquisa sobr biden,"tf.Tensor(1, shape=(), dtype=int32)"
 trump go walter reed unannounc physic exam rumor have 2 malign growth remov rectum unrel news lindsey graham and sean hanniti see leav walter reed hospit walterre trump lindseygraham,"tf.Tensor(0, shape=(), dtype=int32)"
 presid donald trump have pardon former u armi commando set stand trial next year kill suspect afghan bomb maker former armi lieuten convict murder order men fire upon three afghan kill two,"tf.Tensor(0, shape=(), dtype=int32)"
 dude didn t win noth cuz ain t competit donald trump one get readi impeach have noth do joe biden except donald trump tri bribe foreign countri dig up dirt didn t win noth idiot 🖕,"tf.Tensor(0, shape=(), dtype=int32)"
 go re elect donald trump notic like diminish everyon disagre,"tf.Tensor(1, shape=(), dtype=int32)"
 maga kag,"tf.Tensor(1, shape=(), dtype=int32)"
 lauren no sali del closet con una carta donald trump para que llegu una weona y diga que es hetero,"tf.Tensor(1, shape=(), dtype=int32)"
 mike penc aid give impeach testimoni total screw donald trump via,"tf.Tensor(1, shape=(), dtype=int32)"
 donald trump refer adam schiff schitt class act,"tf.Tensor(1, shape=(), dtype=int32)"
 donald trump send mexican wendi burger cum thousand infant,"tf.Tensor(1, shape=(), dtype=int32)"
 rememb rubio scaramucci first choic presid obvious want someth trump tell no,"tf.Tensor(2, shape=(), dtype=int32)"
 love presid donald j trump,"tf.Tensor(2, shape=(), dtype=int32)"
 stop compar donald trump oh yeah,"tf.Tensor(1, shape=(), dtype=int32)"
 donald trump mike penc can decid topbuzz,"tf.Tensor(1, shape=(), dtype=int32)"
 fox news more like trump impeach shield independ studi find regular watch actual know less abt domest and intern issu watch no news frighten,"tf.Tensor(2, shape=(), dtype=int32)"
 reason donald trump elect 2016 hillari email,"tf.Tensor(1, shape=(), dtype=int32)"
 donald trump visit hospit unschedul two hour medic checkup via,"tf.Tensor(0, shape=(), dtype=int32)"
 trump aid say curb access ukrain call fear fallout,"tf.Tensor(1, shape=(), dtype=int32)"
 object fact hop donald trump termin ill,"tf.Tensor(0, shape=(), dtype=int32)"
 trump go unannounc physic great shape 🙏,"tf.Tensor(2, shape=(), dtype=int32)"
 yep onli donald j trump understand proper manipul u foreign polici util signatur trump bribe techniqu,"tf.Tensor(0, shape=(), dtype=int32)"
 do ja rule think give dollar tea bag donald trump l capit confus donald voter,"tf.Tensor(0, shape=(), dtype=int32)"
 do donald eff trump dare call someon liar kid right,"tf.Tensor(2, shape=(), dtype=int32)"
 mike penc aid give impeach testimoni total screw donald trump,"tf.Tensor(1, shape=(), dtype=int32)"
 one author 2016 stori reveal black ledger sink manafort role trump campaign can attest not nefari ukrainian plot interfer u elect,"tf.Tensor(0, shape=(), dtype=int32)"
 could pleas get trump famili offici respons trump associ have convict crime behalf donald j trump trump modern day burglar,"tf.Tensor(2, shape=(), dtype=int32)"
 day come look back upon hear feel shame behavior enabl donald trump man have earn contempt disgust more 200 million american,"tf.Tensor(0, shape=(), dtype=int32)"
 jar kushner ivanka trump celebr don trump jr nyt no 1 book drive peopl crazi,"tf.Tensor(0, shape=(), dtype=int32)"
 rememb old cold war trope soviet newscast gun head camera congratul maga bring home putin america,"tf.Tensor(0, shape=(), dtype=int32)"
 ok y let real donald trump didn t go 4 month earli annual physic have last one februari donaldtrumpheartattack,"tf.Tensor(2, shape=(), dtype=int32)"
 donald trump bodi count not narcissist liar killer,"tf.Tensor(1, shape=(), dtype=int32)"
 knus radio host craig silverman say fire mid show critic trump via,"tf.Tensor(1, shape=(), dtype=int32)"
 lugg wow donald trump manag not sexual harass one woman pillar moral,"tf.Tensor(2, shape=(), dtype=int32)"
 donald trump have kurd blood hand trumpbodycount,"tf.Tensor(1, shape=(), dtype=int32)"
 sin efecto primer testimonio de juicio contra donald trump no logr cambio,"tf.Tensor(1, shape=(), dtype=int32)"
 name number scotus judg impeach impeach no not happen ukrain russia view newsweek say want say donald trump shall serv two term god bless,"tf.Tensor(0, shape=(), dtype=int32)"
 do have do fact donald trump commit briberi against ukrain senat,"tf.Tensor(1, shape=(), dtype=int32)"
 back bitch ✊,"tf.Tensor(1, shape=(), dtype=int32)"
 donald trump jr expos ident whistleblow public should arrest charg immedi clear violat secur life nancypelosi,"tf.Tensor(2, shape=(), dtype=int32)"
 mulvaney admit quid pro quo tell us get also donald trump jr do not seem like brightest skittl bunni patch,"tf.Tensor(0, shape=(), dtype=int32)"
 schitt do use meuller play book call everybodi that withen 100 mile donald trump run thru ringer hop find morsel chees can fee demonrat keep schitt show go,"tf.Tensor(1, shape=(), dtype=int32)"
 kai diekmann per articl gove interview trump trump tower jan 2017 assum offic gove report have do veri fawn and sycophant interview,"tf.Tensor(2, shape=(), dtype=int32)"
 dang liber media oh wait,"tf.Tensor(1, shape=(), dtype=int32)"
 trump corrupt patholog liar use taxpay money line pocket donald jr ivanka make million china ukrain want biden jr testifi bring children testifi oath sure perjur,"tf.Tensor(2, shape=(), dtype=int32)"
 eso fue en o en para dar esa noticia falsa que una foto de arist bulo con donald trump dio 👇 👍 😆,"tf.Tensor(2, shape=(), dtype=int32)"
 islandgirl8 donald trump have record low unemploy highest stock market histori etc etc etc pretti sure make vast better pm have increas unemploy etc,"tf.Tensor(2, shape=(), dtype=int32)"
 crime famili cannot do anyth honest cheat everyth,"tf.Tensor(2, shape=(), dtype=int32)"
 concentr camp nazi germani includ lgbtq peopl mental health problem gas inciner hitler pyre death donald trump nazi real one,"tf.Tensor(0, shape=(), dtype=int32)"
 hot take donald trump look like tiger never learn read hottak,"tf.Tensor(2, shape=(), dtype=int32)"
 fox news more like trump impeach shield,"tf.Tensor(2, shape=(), dtype=int32)"
 histori lesson crimin justic law lesson dueprocess yeah great love talk great mathemat do math donald j trump best thing happen countri democraci today support kag trump walkaway,"tf.Tensor(2, shape=(), dtype=int32)"
 wasn t dem get hack 2016 repub do onli dem releas komoromat,"tf.Tensor(1, shape=(), dtype=int32)"
 deep state rat have shadow govern long not want unit state govern elect donald trump no more deep state shadow rat,"tf.Tensor(2, shape=(), dtype=int32)"
 evita donald trump favorit music,"tf.Tensor(2, shape=(), dtype=int32)"
 think two peopl have manipul press advantag last coupl year donald trump colin kaepernick unlik bedfellow one win one isn t,"tf.Tensor(2, shape=(), dtype=int32)"
 perhap kid follow twitter don t know whatev have lot more do buri do heal donald trump,"tf.Tensor(2, shape=(), dtype=int32)"
 time like make reflect import precious everi human life ve felt ill toward donald trump year must admit grow wors sinc elect level hatr disdain wrong not enough hope pain,"tf.Tensor(0, shape=(), dtype=int32)"
 moscowmarsha complicit donald trump circus,"tf.Tensor(1, shape=(), dtype=int32)"
 make chang sign petit,"tf.Tensor(1, shape=(), dtype=int32)"
 ukrain aff re weiter zeugen belasten donald trump,"tf.Tensor(1, shape=(), dtype=int32)"
 por nuestro regalo de en nuestro hoy atenc n que hac donald trump en nuestro suerteee,"tf.Tensor(1, shape=(), dtype=int32)"
 donald j trump pardon roger stone sign petit via,"tf.Tensor(1, shape=(), dtype=int32)"
 donald trump set secret trap catch obama 24hrs rogu un offici expos activ coup white hous counter punch,"tf.Tensor(0, shape=(), dtype=int32)"
 everywher donald trump go turn bad start trump airlin do go fast forward trump steak trump ice trump game trump taj mahal trump mortgag trump vodka trump magazin trump univers sad,"tf.Tensor(0, shape=(), dtype=int32)"
 thank god four donald j trump presid unit state america thank,"tf.Tensor(2, shape=(), dtype=int32)"
 make irrat fear seem normal least half battl good govern lose,"tf.Tensor(2, shape=(), dtype=int32)"
 speak misogyni support donald trump,"tf.Tensor(1, shape=(), dtype=int32)"
 extrem compel piec plz read rt donald trump bodi count not narcissist liar killer,"tf.Tensor(0, shape=(), dtype=int32)"
 thank presid donald trump 🇺 🇸 👍,"tf.Tensor(1, shape=(), dtype=int32)"
 surpris wit david holm drop hous donald trump via,"tf.Tensor(1, shape=(), dtype=int32)"
 moro quer liberar pol cia para matar trump indulta militar por crime de guerra autoproclamada libera pol cia matar boliviano,"tf.Tensor(1, shape=(), dtype=int32)"
 presid donald trump spend more two hour walter reed nation medic center saturday white hous say medic test part annual physic,"tf.Tensor(2, shape=(), dtype=int32)"
 donald trump can hear boy tucker cours donald watch jerk,"tf.Tensor(1, shape=(), dtype=int32)"
 thank purchas presid donald j trump comfort society6 comfort maga kaga 45,"tf.Tensor(2, shape=(), dtype=int32)"
 jeffrey epstein teach donald trump bulli women girl,"tf.Tensor(1, shape=(), dtype=int32)"
 twitter report crack down user tweet hire donald trump fire peopl like yovanovitch smartnew,"tf.Tensor(0, shape=(), dtype=int32)"
 think mayb tweet tweet hashtag game trigger donald trump jr shadow although lot peopl tweet way wors tweet,"tf.Tensor(0, shape=(), dtype=int32)"
 trump reli shrivel impot hous caucus destroy taylor kent unfocus pathet perform mook put must have leav donald tear wig,"tf.Tensor(0, shape=(), dtype=int32)"
 iran version hey hey ho ho donald trump have get go,"tf.Tensor(2, shape=(), dtype=int32)"
 have singl day cnn msnbc cbs abc nbc ny time washington post fake news network haven t attack donald trump sinc inaugur everi time someth come hurt obama peopl pounc,"tf.Tensor(0, shape=(), dtype=int32)"
 first unbecom senat second isnt whistleblow longer behavior donald trump uncov testimoni oath know purpos ignor fact case show put parti constitut,"tf.Tensor(2, shape=(), dtype=int32)"
 congratul eddi rispon thsnk donald j trump,"tf.Tensor(1, shape=(), dtype=int32)"
 go donald trump real point have no leader,"tf.Tensor(2, shape=(), dtype=int32)"
 donald trump guilti kurdishgenocid kurdishgenocid kurdishgenocid kurdishgenocid kurdishgenocid kurdishgenocid kurdishgenocid kurdishgenocid kurdishgenocid kurdishgenocid kurdishgenocid kurdishgenocid kurdishgenocid 😩,"tf.Tensor(0, shape=(), dtype=int32)"
 real reason donald trump like win t bother tri pardon roger stone via,"tf.Tensor(2, shape=(), dtype=int32)"
 sad veri true statement should join donald trump help veri great nation,"tf.Tensor(2, shape=(), dtype=int32)"
 meu apoio ao president donald trump nunca foi maior do que agora primordialment bvio assistindo isso esta pessoa tem que sair voc elegeu donald trump pra drenar o p ntano bem se desfaz de pessoa como yovanovitch o que parec se desfaz de pessoa como kent,"tf.Tensor(1, shape=(), dtype=int32)"
 2020 elect voter must demand health record donald trump 👇,"tf.Tensor(1, shape=(), dtype=int32)"
 have physic februari cover up problem ve lie result explain sudden heart condit,"tf.Tensor(0, shape=(), dtype=int32)"
 call problem belong donald trump republican have do absolut noth thought prayer everi time shoot happen no action whatsoev,"tf.Tensor(0, shape=(), dtype=int32)"
 donald trump bodi count not narcissist liar killer raw stori guncontrolnow ukraineg kurd impeachdonaldtrumpnow read retweet,"tf.Tensor(0, shape=(), dtype=int32)"
 reaalamerican premis seem joe biden want prosecutor fire investig son howev hunter biden never investig joe biden implement us foreign polici donald trump subvert person polit gain,"tf.Tensor(0, shape=(), dtype=int32)"
 expect rispon guy next louisiana governor lot peopl south would vote rock have pictur donald trump mean screw issu right,"tf.Tensor(2, shape=(), dtype=int32)"
 donald trump obsess and tie putin russia nation secur threat america ridicul republican parti run around congress kiss trump behind instead protect unit state real peopl,"tf.Tensor(0, shape=(), dtype=int32)"
 have take wild guess d say valu wouldn t have tripl donald trump stewardship,"tf.Tensor(2, shape=(), dtype=int32)"
 mike penc aid give impeach testimoni total screw donald trump,"tf.Tensor(1, shape=(), dtype=int32)"
 nanci pelosi idiot evid do want donald trump prove do noth wrong do noth wrong idiot adam schiff pawn do prove innoc becom law america onli treason democrat polici,"tf.Tensor(0, shape=(), dtype=int32)"
 not good own compani call salem media group own radio station tend conserv orient talk religi natur,"tf.Tensor(2, shape=(), dtype=int32)"
 laugh donald trump actual look debra mess bore ass tweet letter ar,"tf.Tensor(0, shape=(), dtype=int32)"
 biggest vermin claim decent human donald trump,"tf.Tensor(2, shape=(), dtype=int32)"
 els think donald trump bad presid,"tf.Tensor(0, shape=(), dtype=int32)"
 rep adam schiff say democrat send charlatan donald trump back golden throne come,"tf.Tensor(2, shape=(), dtype=int32)"
 bill clinton donald trump princ andrew fuckton power peopl link epstein pedophilia convict best know accept worst involv u dont have invent pizza cod shit right,"tf.Tensor(2, shape=(), dtype=int32)"
 run against snot nose corrupt cover up donald trump support er one ignor rule impeach hear friday lie american peopl follow support rt donat tedra,"tf.Tensor(0, shape=(), dtype=int32)"
 donald trump presid unit state real american support,"tf.Tensor(2, shape=(), dtype=int32)"
 imagin one deliber place one freedom jeopardi break law one would take care ensur accomplic capabl care minim chanc discoveri would want accomplic like ass clown donald trump,"tf.Tensor(2, shape=(), dtype=int32)"
 realli need check ear,"tf.Tensor(2, shape=(), dtype=int32)"
 big bad don ballad donald trump,"tf.Tensor(0, shape=(), dtype=int32)"
 j roth not bodi sham buttigieg also not bodi sham ben shapiro even donald trump not give rat ass feel care languag effect us,"tf.Tensor(0, shape=(), dtype=int32)"
 do not know do get drawer wad hire donald trump fire peopl like yovanovitch,"tf.Tensor(0, shape=(), dtype=int32)"
 presid donald trump know u govern live breath war crime machin sinc found 1776 noth good have come rebellion against england rebel non stop war genocid result america rebellion treason against england,"tf.Tensor(2, shape=(), dtype=int32)"
 nope total bs king bs lyin king donald trump corrupt gop true would mean gop refus investig even acknowledg lawless donald trump would mean onli one parti do job,"tf.Tensor(0, shape=(), dtype=int32)"
 let have competit have record most lie ever more anyon proud re right donald trump,"tf.Tensor(2, shape=(), dtype=int32)"
 fred trump die 1999 us bank quit lend money donald 1998 tri tamper fred give sister less desper need money go largest bankruptci,"tf.Tensor(0, shape=(), dtype=int32)"
 owrey 7841 rodent maga crusher1000 counter anoth democrat oper stori trump right economi do well deserv credit,"tf.Tensor(2, shape=(), dtype=int32)"
 few do follow wonder advoc ct neal katyal new book case against donald trump must read love tribe work other neal koppelman easi read total bi patrician,"tf.Tensor(2, shape=(), dtype=int32)"
 m85 l g truther pr 0d9 ozymandia terenc light watch shock truth us elect 2016 donald trump illuminati r e youtub,"tf.Tensor(0, shape=(), dtype=int32)"
 wow georg conway husband white hous senior advis kellyann conway harsh critic presid donald trump call republican rep elis stefanik lie trash saturday urg voter support democrat challeng 😳,"tf.Tensor(2, shape=(), dtype=int32)"
 eliminem donald trump,"tf.Tensor(1, shape=(), dtype=int32)"
 absolut god almighti choos donald john trump presid give agenda therefor re elect continu 4 more year,"tf.Tensor(2, shape=(), dtype=int32)"
 big bad don ballad donald trump via,"tf.Tensor(0, shape=(), dtype=int32)"
 donald trump visit hospit unschedul two hour medic checkup,"tf.Tensor(0, shape=(), dtype=int32)"
 re fraud everyon should know,"tf.Tensor(1, shape=(), dtype=int32)"
 like sure repres district veri well mani district like rst cntri black man arab name win 2 elect presid countri elect donald trump speak win elect d listen,"tf.Tensor(2, shape=(), dtype=int32)"
 can t stop re elect donald trump have do,"tf.Tensor(1, shape=(), dtype=int32)"
 att mr pres donald trump jam w pagaduan regist bank hawaii corpor fund financi institut account holder owner worldwid have regist account number prove corrupt dem govern offici involv,"tf.Tensor(0, shape=(), dtype=int32)"
 donald trump pretend didn t hear see footag,"tf.Tensor(1, shape=(), dtype=int32)"
 donald j trump pardon roger stone sign petit via,"tf.Tensor(1, shape=(), dtype=int32)"
 si con ese grupo reducido de refer al de los rico yo te dir que empiec leyendo libro como padr rico padr pobr los secreto de la ment millonaria piens y h gase rico los libro de donald trump si el president de eeuu por que los rico se vuelven rico etc,"tf.Tensor(1, shape=(), dtype=int32)"
 anoth great day donald trump presid grant clemenc armi major matt golsteyn 1st lt clint loranc bestpresidentev mattgolsteyn clintlor trump2020 kag fourmoreyear,"tf.Tensor(2, shape=(), dtype=int32)"
 knus radio host craig silverman say fire mid show critic trump dam break don t know mr silverman conserv talk show articl seem ration transpar attempt have fair dialog,"tf.Tensor(2, shape=(), dtype=int32)"
 best toni mckraken aper simone247 terrenc sicario fals analog keep screech trump should testifi prove innoc doesn t have prove innoc accus must prove guilt,"tf.Tensor(2, shape=(), dtype=int32)"
 radio host craig silverman say fire mid show critic trump,"tf.Tensor(1, shape=(), dtype=int32)"
 despis donald trump say high doubt resign have no need no way hell gop control senat circumst vote remov,"tf.Tensor(2, shape=(), dtype=int32)"
 william barr and donald trump abus power,"tf.Tensor(1, shape=(), dtype=int32)"
 wonder anyon notic band aid eye donald trump great presid trumpbandaid makeamericagreatagain kag2020 kag,"tf.Tensor(2, shape=(), dtype=int32)"
 guy know guy run guy overhear guy tell have hear guy say someth guy close guy may have overhear donald trump say go do thing never happen prove beyond reason doubt trump guilti kag,"tf.Tensor(0, shape=(), dtype=int32)"
 bottom line trump hand ukrain clean adam schiff hand not seek complet destruct donald trump hillari start sake everybodi includ america must stop,"tf.Tensor(2, shape=(), dtype=int32)"
 donald trump have ass hand thank adam schiff circus,"tf.Tensor(1, shape=(), dtype=int32)"
 exampl real creep facsim man fire critic regim,"tf.Tensor(2, shape=(), dtype=int32)"
 no scrupl donald trump univers barr behavior have polit reprehens hypocrit,"tf.Tensor(1, shape=(), dtype=int32)"
 fuck donald trump fuck facebook cum get daniel uvw,"tf.Tensor(0, shape=(), dtype=int32)"
 defend task defend threat foreign domest right onli threat current have major scale donald trump,"tf.Tensor(2, shape=(), dtype=int32)"
 would like health care plan have stephen miller donald trump decis make execut not sure would,"tf.Tensor(2, shape=(), dtype=int32)"
 video get donald trump elect via,"tf.Tensor(1, shape=(), dtype=int32)"
 agre satan behind name donald trump,"tf.Tensor(0, shape=(), dtype=int32)"
 donald trump attack greta thunberg way beyond pale cnnpolit,"tf.Tensor(0, shape=(), dtype=int32)"
 could say thing white peopl donald trump 🤷,"tf.Tensor(1, shape=(), dtype=int32)"
 donald trump hate everi fiber,"tf.Tensor(0, shape=(), dtype=int32)"
 result donald trump physic releas walter reed diagnosi morbid obes narcissist orang schizophren lie two bite piec shit treatment impeach,"tf.Tensor(0, shape=(), dtype=int32)"
 donald j trump dead,"tf.Tensor(0, shape=(), dtype=int32)"
 donald trump win 2020 easili demo side show guarante american includg demo benefit economi job stock mkt int l relat foxnew wallstreet theeconomist cnbc londonr danpena reuter torontostar financialpost abc nyt,"tf.Tensor(2, shape=(), dtype=int32)"
 mike penc aid give impeach testimoni total screw donald trump via,"tf.Tensor(1, shape=(), dtype=int32)"
 defens depart messag clear white hous didn t act pentagon would leav unoblig fund money would return u treasuri never make way ukrain,"tf.Tensor(0, shape=(), dtype=int32)"
 donald trump,"tf.Tensor(1, shape=(), dtype=int32)"
 should anyon speak word roger stone donald trump sit ass do noth,"tf.Tensor(1, shape=(), dtype=int32)"
 hire donald trump fire peopl like yovanovitch account suspend becuz tweet,"tf.Tensor(1, shape=(), dtype=int32)"
 more enough fill newli renam donald j trump ward,"tf.Tensor(2, shape=(), dtype=int32)"
 no reason look underli complex motiv reason donald trump do do normal everyday busi practic leverag and arm twist have alway part playbook unfortun unconstitut presid,"tf.Tensor(0, shape=(), dtype=int32)"
 sad senat feel need sink low donald trump lie bullshit no shame,"tf.Tensor(0, shape=(), dtype=int32)"
 everyon donald trump know crimin see pattern folk,"tf.Tensor(0, shape=(), dtype=int32)"
 presid donald trump begin portion annual physic exam anticip veri busi 2020 accord white hous,"tf.Tensor(2, shape=(), dtype=int32)"
 love sourc tweet have hear fraudul scandal student trump veri reput would certain believ tweet articl crew 😂,"tf.Tensor(2, shape=(), dtype=int32)"
 actual mean one accus pay clinton campaign unlik pedo rapist support donald trump have no problem date women fact go realli clueless,"tf.Tensor(0, shape=(), dtype=int32)"
 donald trump visit hospit unschedul two hour medic checkup,"tf.Tensor(0, shape=(), dtype=int32)"
 lt br gt piti kid day get involv lt br gt lt br gt donald trump seal approv lt br gt,"tf.Tensor(1, shape=(), dtype=int32)"
 trend donald trump bear strike resembl major walter reed d u armi u armi physician onli reason walterre trend,"tf.Tensor(2, shape=(), dtype=int32)"
 trump have unschedul physic ahead busi 2020 donaldtrump,"tf.Tensor(1, shape=(), dtype=int32)"
 presid donald trump begin portion annual physic exam anticip veri busi 2020 accord white hous,"tf.Tensor(2, shape=(), dtype=int32)"
 fox news more like trump impeach shield,"tf.Tensor(2, shape=(), dtype=int32)"
 democrat read countri want more liber agenda guy like biden isn t gonna do anyth except surpris democrat turn,"tf.Tensor(2, shape=(), dtype=int32)"
 donald trump undergo part physic month ahead schedul,"tf.Tensor(1, shape=(), dtype=int32)"
 donald trump steal money donat veteran receiv fine less steal point,"tf.Tensor(2, shape=(), dtype=int32)"
 no mr attorney general donald trump act presidenti behav decent toward oppon do not vote would no resist none would have necessari no crass con man get elect russian help,"tf.Tensor(0, shape=(), dtype=int32)"
 stage debat level wreck trump know donald win t abl hold back bigotri,"tf.Tensor(2, shape=(), dtype=int32)"
 gordon sondland american envoy european union act presid donald trump instruct deal ukrain sondland say presid tell ukrainian presid must announc open investig,"tf.Tensor(1, shape=(), dtype=int32)"
 trump campaign buy truckload donald jr book make bestsel,"tf.Tensor(1, shape=(), dtype=int32)"
 datelin walter reed hospit donald trump have die break heart stress relat cardiac condit lead demis film 11 moat prepar around futur gravesit keep peopl get piss,"tf.Tensor(0, shape=(), dtype=int32)"
 serious follow donald trump edict,"tf.Tensor(0, shape=(), dtype=int32)"
 report confirm trump offici racial profil state depart staffer,"tf.Tensor(1, shape=(), dtype=int32)"
 day underscor corrupt swamp trump presid cnnpolit,"tf.Tensor(0, shape=(), dtype=int32)"
 presid donald trump have pardon former u armi commando set stand trial next year kill suspect afghan bomb maker former armi lieuten convict murder order men fire upon three afghan kill two,"tf.Tensor(0, shape=(), dtype=int32)"
 donald trump bodi count not narcissist liar killer,"tf.Tensor(1, shape=(), dtype=int32)"
 rememb could enunci loui vuitton trump pronounc looie vooton,"tf.Tensor(1, shape=(), dtype=int32)"
 twitter report crack down user tweet hire donald trump fire peopl like yovanovitch smartnew,"tf.Tensor(0, shape=(), dtype=int32)"
 donald trump visit hospit unschedul two hour medic checkup us news guardian,"tf.Tensor(0, shape=(), dtype=int32)"
 bottom line trump hand ukrain clean adam schiff hand not seek complet destruct donald trump hillari start sake everybodi includ america must stop,"tf.Tensor(2, shape=(), dtype=int32)"
 zucman happen have de facto open border happen rule class washington dc sell countri middl class china donald trump presid,"tf.Tensor(0, shape=(), dtype=int32)"
 donald trump visit hospit unschedul two hour medic checkup,"tf.Tensor(0, shape=(), dtype=int32)"
 latest detail connect businessmen alleg fraudster con men racket mobster implic donald trump long career read,"tf.Tensor(2, shape=(), dtype=int32)"
 do white hous also set prison term donald trump go jail 👏,"tf.Tensor(0, shape=(), dtype=int32)"
 join day donald trump announc run presid 🇺 🇸,"tf.Tensor(1, shape=(), dtype=int32)"
 like believ anyth have do health mayb case nerv donald trump arriv walter reed previous unannounc physic exam,"tf.Tensor(0, shape=(), dtype=int32)"
 christ moron obama hold back foreign aid israel announc investig compani donald trump jr involv sound good trump do record wit unsecur phone call record gt,"tf.Tensor(2, shape=(), dtype=int32)"
 noth more threaten man routin objectifi women like donald trump do high intellig honor woman speak unadulter truth go mari yovanovitch yesterday isn t complex,"tf.Tensor(2, shape=(), dtype=int32)"
 via,"tf.Tensor(1, shape=(), dtype=int32)"
 man isn t allow anywher near chariti fund without state supervis,"tf.Tensor(2, shape=(), dtype=int32)"
 donald trump last chanc save countri,"tf.Tensor(1, shape=(), dtype=int32)"
 38 00 begin lectur book sign donald trump jr youtub,"tf.Tensor(1, shape=(), dtype=int32)"
 donald trump announc revolutionari healthcar transpar rule via,"tf.Tensor(1, shape=(), dtype=int32)"
 fox news more like trump impeach shield,"tf.Tensor(2, shape=(), dtype=int32)"
 conserv radio host craig silverman say fire mid show critic trump purg real time silverman middl segment roy cohn trump former person attorney sudden interrupt network news,"tf.Tensor(0, shape=(), dtype=int32)"
 pray christ jesus angel surround donald j trump potus keep safe whole amen 🇺 🇸 🙌,"tf.Tensor(2, shape=(), dtype=int32)"
 twitter suspend numer account tweet hire donald trump fire peopl like yovanovitch via,"tf.Tensor(1, shape=(), dtype=int32)"
 drain dump donald trump filthiest swamp,"tf.Tensor(1, shape=(), dtype=int32)"
 alway avoid fact big healthcar insur lobbyist pay donald trump sad,"tf.Tensor(0, shape=(), dtype=int32)"
 wait think leav enemi free speech knus radio host craig silverman say fire mid show critic trump via,"tf.Tensor(2, shape=(), dtype=int32)"
 man not allow ever run chariti,"tf.Tensor(0, shape=(), dtype=int32)"
 5 time donald trump live fact check via,"tf.Tensor(2, shape=(), dtype=int32)"
 pelosi trump come whistleblow re wheelhous hous speaker nanci pelosi say tell presid donald trump wheelhous attack 25thamendmentnow impeachtrump theresist,"tf.Tensor(1, shape=(), dtype=int32)"
 power devil cannot stop god plan life isaiah 14 27 noth can stop god plan donald j trump best presid ever maga kag 🇺 🇸,"tf.Tensor(2, shape=(), dtype=int32)"
 power black woman one go turn elect around lead donald trump demis black women turn elect around alabama lead doug jone democrat beat roy moor republican becom state u senat,"tf.Tensor(2, shape=(), dtype=int32)"
 list could go swede russian finess player peopl colour anti war activist peopl ride bicycl etc open stump rob ford doug ford donald trump ron proud don get see trump speak washington fuck clown,"tf.Tensor(2, shape=(), dtype=int32)"
 reaalamerican profit think everyth donald do make profit day hear pay hearti coin trump bowel movement see schiff don t stink lie think trump have tell pretti big whopper billionair doesn t 🤥,"tf.Tensor(2, shape=(), dtype=int32)"
 donald trump admit walter reed hospit today multipl pain medic complic diagnos inflam gallston also experi symptom kidney stone final mr trump suffer convict roger stone,"tf.Tensor(0, shape=(), dtype=int32)"
 70 5255 way donald trump schedul term,"tf.Tensor(1, shape=(), dtype=int32)"
 ve lose craig silverman,"tf.Tensor(0, shape=(), dtype=int32)"
 fox news cancer donald trump tumor no matter much big danger tumor,"tf.Tensor(0, shape=(), dtype=int32)"
 nalexand putin plan keep donald trump power therebi burden usa weak ineffect easili manipul presid gabbard use attack opposit drom within discredit eventu mount third parti candidaci,"tf.Tensor(2, shape=(), dtype=int32)"
 trigger leav thrive hate want silenc us donald trump jr 9781546086031 book high recommend 🇺 🇸 👸 💋,"tf.Tensor(0, shape=(), dtype=int32)"
 bottom line trump hand ukrain clean adam schiff hand not seek complet destruct donald trump hillari start sake everybodi includ america must stop,"tf.Tensor(2, shape=(), dtype=int32)"
 andrew yang answer donald trump onli candid can sway trump support not easi feat berni do not speak most american like andrew yang do,"tf.Tensor(2, shape=(), dtype=int32)"
 man idk serv have shit happen fast look jfk there no chill bro assin fast cannot chill need protect presid donald trump boy do wish serv presid trump not hussein,"tf.Tensor(0, shape=(), dtype=int32)"
 use think donald trump worst thing ever happen new york well still have runner up,"tf.Tensor(0, shape=(), dtype=int32)"
 rep adam schiff say democrat send charlatan trump back golden throne come,"tf.Tensor(2, shape=(), dtype=int32)"
 good1stdatequest do vote donald trump say yes date,"tf.Tensor(1, shape=(), dtype=int32)"
 know alot progress don t like michael bloomberg howev would prefer michael bloomberg donald trump day week,"tf.Tensor(0, shape=(), dtype=int32)"
 do not rememb girl have photograph multipl time differ locat rememb exact date pizza express 15 year ago donald trump more accomplish liar,"tf.Tensor(2, shape=(), dtype=int32)"
 do donald trump lack ball do do not claim bonespur,"tf.Tensor(1, shape=(), dtype=int32)"
 donald j trump true boy scout,"tf.Tensor(2, shape=(), dtype=int32)"
